Sample ID #,Sample Location,Sample Collection Time & Date,Test Result (ppb),Test Results
51426-1-109-S12-002,"Main- 1st Floor Inside Room 109, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-109-S12-003,"Main- 1st Floor Inside Room 109, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-109-S12-004,"Main- 1st Floor Inside Room 109, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-109-S12-005,"Main- 1st Floor Inside Room 109, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-KIT-KS13-001,"Main- 1st Floor Kitchen Right, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-KIT-KS13-002,"Main- 1st Floor Kitchen Right, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-KIT-KS13-003,"Main- 1st Floor Kitchen Right, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-KIT-KS13-004,"Main- 1st Floor Kitchen Right, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-KIT-KS13-005,"Main- 1st Floor Kitchen Right, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-KIT-KS14-001,"Main- 1st Floor Kitchen Left, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-KIT-KS14-002,"Main- 1st Floor Kitchen Left, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-KIT-KS14-003,"Main- 1st Floor Kitchen Left, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-KIT-KS14-004,"Main- 1st Floor Kitchen Left, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-KIT-KS14-005,"Main- 1st Floor Kitchen Left, Sink",9/21/16 6:00 AM,<2.0,ND
51426-1-HAL-F15-001,"Main- 1st Floor Adjacent to Lunch Room Right, Fountain",9/21/16 6:00 AM,<2.0,ND
51426-1-HAL-F15-002,"Main- 1st Floor Adjacent to Lunch Room Right, Fountain",9/21/16 6:00 AM,<2.0,ND
51426-1-HAL-F15-003,"Main- 1st Floor Adjacent to Lunch Room Right, Fountain",9/21/16 6:00 AM,<2.0,ND
51426-1-HAL-F15-004,"Main- 1st Floor Adjacent to Lunch Room Right, Fountain",9/21/16 6:00 AM,<2.0,ND
51426-1-HAL-F15-005,"Main- 1st Floor Adjacent to Lunch Room Right, Fountain",9/21/16 6:00 AM,<2.0,ND
51426-1-HAL-F16-001,"Main- 1st Floor Adjacent to Lunch Room Left, Fountain",9/21/16 6:00 AM,<2.0,ND
51426-1-HAL-F16-002,"Main- 1st Floor Adjacent to Lunch Room Left, Fountain",9/21/16 6:00 AM,<2.0,ND
51426-1-HAL-F16-003,"Main- 1st Floor Adjacent to Lunch Room Left, Fountain",9/21/16 6:00 AM,<2.0,ND
51426-1-HAL-F16-004,"Main- 1st Floor Adjacent to Lunch Room Left, Fountain",9/21/16 6:00 AM,<2.0,ND
51426-1-HAL-F16-005,"Main- 1st Floor Adjacent to Lunch Room Left, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F01-001,"Modular- 1st Floor Adjacent to Room 502 Right, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F01-002,"Modular- 1st Floor Adjacent to Room 502 Right, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F01-003,"Modular- 1st Floor Adjacent to Room 502 Right, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F01-004,"Modular- 1st Floor Adjacent to Room 502 Right, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F01-005,"Modular- 1st Floor Adjacent to Room 502 Right, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F02-001,"Modular- 1st Floor Adjacent to Room 502 Left, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F02-002,"Modular- 1st Floor Adjacent to Room 502 Left, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F02-003,"Modular- 1st Floor Adjacent to Room 502 Left, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F02-004,"Modular- 1st Floor Adjacent to Room 502 Left, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F02-005,"Modular- 1st Floor Adjacent to Room 502 Left, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F03-001,"Modular- 1st Floor Adjacent to Staff Bathroom Right, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F03-002,"Modular- 1st Floor Adjacent to Staff Bathroom Right, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F03-003,"Modular- 1st Floor Adjacent to Staff Bathroom Right, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F03-004,"Modular- 1st Floor Adjacent to Staff Bathroom Right, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F03-005,"Modular- 1st Floor Adjacent to Staff Bathroom Right, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F04-001,"Modular- 1st Floor Adjacent to Staff Bathroom Left, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F04-002,"Modular- 1st Floor Adjacent to Staff Bathroom Left, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F04-003,"Modular- 1st Floor Adjacent to Staff Bathroom Left, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F04-004,"Modular- 1st Floor Adjacent to Staff Bathroom Left, Fountain",9/21/16 6:00 AM,<2.0,ND
56241-1-HAL-F04-005,"Modular- 1st Floor Adjacent to Staff Bathroom Left, Fountain",9/21/16 6:00 AM,<2.0,ND
