Sample ID #,Sample Location,Sample Collection Time & Date,Test Result (ppb),Test Results
51153-1-HAL-F05-001,"Main- Across From Room 107, Left Fountain",9/16/16 6:00 AM,<2.0,ND
51153-1-HAL-F05-002,"Main- Across From Room 107, Left Fountain",9/16/16 6:00 AM,<2.0,ND
51153-1-HAL-F05-003,"Main- Across From Room 107, Left Fountain",9/16/16 6:00 AM,<2.0,ND
51153-1-HAL-F05-004,"Main- Across From Room 107, Left Fountain",9/16/16 6:00 AM,<2.0,ND
51153-1-HAL-F05-005,"Main- Across From Room 107, Left Fountain",9/16/16 6:00 AM,<2.0,ND
51153-1-HAL-F06-001,"Main- Across From Room 107, Right Fountain",9/16/16 6:00 AM,<2.0,ND
51153-1-HAL-F06-002,"Main- Across From Room 107, Right Fountain",9/16/16 6:00 AM,<2.0,ND
51153-1-HAL-F06-003,"Main- Across From Room 107, Right Fountain",9/16/16 6:00 AM,<2.0,ND
51153-1-HAL-F06-004,"Main- Across From Room 107, Right Fountain",9/16/16 6:00 AM,<2.0,ND
51153-1-HAL-F06-005,"Main- Across From Room 107, Right Fountain",9/16/16 6:00 AM,<2.0,ND
51153-1-107-S07-001,"Main- Kindergarten Room 104, Sink",9/16/16 6:00 AM,6.6,BA
51153-1-107-S07-002,"Main- Kindergarten Room 104, Sink",9/16/16 6:00 AM,6.8,BA
51153-1-107-S07-003,"Main- Kindergarten Room 104, Sink",9/16/16 6:00 AM,7,BA
51153-1-107-S07-004,"Main- Kindergarten Room 104, Sink",9/16/16 6:00 AM,6.4,BA
51153-1-107-S07-005,"Main- Kindergarten Room 104, Sink",9/16/16 6:00 AM,6,BA
51153-1-111-S08-001,"Main- Kindergarten Room 111, Sink",9/16/16 6:00 AM,5.5,BA
51153-1-111-S08-002,"Main- Kindergarten Room 111, Sink",9/16/16 6:00 AM,<2.0,ND
51153-1-111-S08-003,"Main- Kindergarten Room 111, Sink",9/16/16 6:00 AM,<2.0,ND
51153-1-111-S08-004,"Main- Kindergarten Room 111, Sink",9/16/16 6:00 AM,<2.0,ND
51153-1-111-S08-005,"Main- Kindergarten Room 111, Sink",9/16/16 6:00 AM,<2.0,ND
